call_id,leader,leader_url,members
1762507320.6663939,1757496745.2212168,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1757496745.2212168.wav,"['1760077868.21709219', '1760858876.406659', '1762507320.6663939', '1761034905.2388224', '1757496745.2212168', '1760865374.524083', '1761374995.5910524', '1760010746.21159207', '1759976791.20395111', '1758504801.7518376', '1760941517.1176814', '1756105611.22507334', '1756280861.23912834']"
1762506856.6653292,1761901586.585531,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761901586.585531.wav,"['1761901586.585531', '1762506856.6653292', '1761724108.9448147', '1756194918.23239307', '1758705761.9704949', '1761724309.9453183']"
1762505768.6626605,1761561977.7768119,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761561977.7768119.wav,"['1759806378.18887869', '1759142549.13857973', '1751709430.2375880', '1752834930.11028063', '1761561977.7768119', '1762505768.6626605', '1751007540.8166189', '1753788231.4746973', '1759392816.15828849', '1751079046.8575598', '1753843180.4895384', '1761631629.8317662', '1750764829.6626994', '1751016042.8308110', '1758683796.9296902', '1761623458.8177475', '1750757369.6539122', '1761471607.6803460']"
1762505339.6616473,1750930975.7736970,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1750930975.7736970.wav,"['1750930975.7736970', '1757406330.1362212', '1753953756.5779810', '1750407385.4141899', '1751694035.2167257', '1749621997.34863927', '1751276571.9938248', '1762505339.6616473', '1750151181.2253938', '1751953087.3937799', '1753076750.12563414', '1756194741.23235815', '1750931201.7739855', '1752039378.4641977', '1750832711.6977604', '1750666854.5855153', '1753255642.730282', '1750923034.7617811', '1754041008.6344483', '1751530850.1072170']"
1762504436.6594493,1761889178.341238,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761889178.341238.wav,"['1761030989.2267491', '1760671128.2555261', '1760945043.1272365', '1761720364.9350818', '1761808269.10317972', '1761037398.2450391', '1761814601.10468653', '1761631383.8312462', '1761889178.341238', '1761965939.927391', '1761355853.5558008', '1761906278.667393', '1761796351.10096780', '1761099134.2825791', '1761963032.861921', '1761791480.9982269', '1761104908.2993393', '1762504436.6594493', '1761723902.9442643', '1761893156.415131']"
1762503590.6573883,1762503590.6573883,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762503590.6573883.wav,"['1762503590.6573883', '1744174086.2710397', '1758885736.11482168', '1737603612.46723023']"
1762503092.6560864,1762151878.2655288,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762151878.2655288.wav,"['1762151878.2655288', '1758620834.8944390', '1762409727.5420217', '1758269232.5915049', '1761036973.2439370', '1760259565.1513403', '1762503092.6560864', '1758617338.8877242', '1759993637.20789639']"
1762501861.6530090,1761212889.4411566,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761212889.4411566.wav,"['1761212889.4411566', '1750918222.7550031', '1755683001.19389999', '1761288313.5087245', '1757055851.5327102', '1750990875.7937449', '1748496736.27997496', '1754292756.7940479', '1750052871.1401149', '1754467572.9310837', '1740109282.57579333', '1757474468.1804532', '1762501861.6530090', '1741248396.64216831', '1750230162.2761292', '1742891522.73318727', '1757327302.750448', '1759136162.13744365', '1760424758.3118606', '1759141392.13842096']"
1762501839.6529412,1751971977.4263492,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1751971977.4263492.wav,"['1751971977.4263492', '1749196720.32013331', '1743495796.76278265', '1744015251.1861142', '1740474199.59560070', '1747050730.18815017', '1762501839.6529412', '1739858594.56240032', '1742371446.70194108']"
1762500165.6484288,1760062591.21365954,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1760062591.21365954.wav,"['1760062591.21365954', '1759215685.14404680', '1760421280.3039871', '1759997121.20890051', '1760665501.2384099', '1762500165.6484288', '1762419801.5666709', '1758966642.12117550']"
1762501133.6510322,1760099537.22173421,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1760099537.22173421.wav,"['1761207638.4295668', '1736393941.40118236', '1740212198.58170596', '1735893185.37231223', '1760099537.22173421', '1739597731.54980668', '1740209373.58141967', '1736151214.38598530', '1760322130.1850443', '1735797819.36562227', '1740386300.59004417', '1761120270.3320943', '1738805424.50454886', '1758598321.8532148', '1762501133.6510322', '1739086561.52325134', '1738742832.50276879', '1737458211.46130745', '1737430514.45836533', '1737789998.47633028']"
1762501056.6508153,1760099537.22173421,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1760099537.22173421.wav,"['1761207638.4295668', '1736393941.40118236', '1740212198.58170596', '1735893185.37231223', '1760099537.22173421', '1739597731.54980668', '1740209373.58141967', '1736151214.38598530', '1762501056.6508153', '1760322130.1850443', '1735797819.36562227', '1740386300.59004417', '1761120270.3320943', '1738805424.50454886', '1758598321.8532148', '1739086561.52325134', '1738742832.50276879', '1737458211.46130745', '1737430514.45836533', '1737789998.47633028']"
1762500016.6479761,1758876685.11333237,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1758876685.11333237.wav,"['1758876685.11333237', '1751426527.187771', '1752739192.10136979', '1742194221.69044680', '1761796584.10100735', '1750927278.7683961', '1759907687.19910441', '1762500016.6479761', '1759212221.14335109', '1757040671.5087401', '1751104481.8929000', '1742351563.69933538']"
1762499432.6464392,1752038953.4636477,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1752038953.4636477.wav,"['1761039732.2506460', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1762499432.6464392', '1761124427.3424669', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1761528421.6985752', '1760522063.1121094', '1760685853.2857245', '1759217995.14455791', '1761450013.6475532']"
1762498060.6430852,1760062591.21365954,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1760062591.21365954.wav,"['1760062591.21365954', '1759215685.14404680', '1760421280.3039871', '1762498060.6430852', '1760665501.2384099', '1759997121.20890051', '1758966642.12117550']"
1762497665.6420440,1760583808.1540482,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1760583808.1540482.wav,"['1760583808.1540482', '1757923496.2546657', '1760582561.1504284', '1762497665.6420440', '1761544700.7358654', '1760177877.807473', '1758787762.10431469', '1760520585.1083836']"
1762497917.6427094,1761292038.5178781,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761292038.5178781.wav,"['1753840405.4844242', '1760424618.3115148', '1757731801.915536', '1760327471.1998249', '1754290480.7898425', '1755084065.14520133', '1761292038.5178781', '1758333315.6257664', '1758331443.6217381', '1758098172.4349622', '1757585306.2983391', '1757755607.1271632', '1756452254.1159207', '1757755791.1274064']"
1762497140.6407518,1761809079.10337933,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761809079.10337933.wav,"['1761809079.10337933', '1747809601.23629072', '1741946177.67937294', '1762497140.6407518', '1755074297.14364210', '1754285351.7813468', '1742009885.68135203', '1752631225.9052867', '1755856691.20859634', '1742377954.70285978', '1748497495.28006756', '1748246514.26400073', '1749888759.425854', '1755162676.15177187', '1752225296.6327535', '1749955554.726024', '1744266366.3278948']"
1762497255.6410179,1761039732.2506460,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761039732.2506460.wav,"['1761039732.2506460', '1752038953.4636477', '1762497255.6410179', '1761887543.315429', '1759140150.13823110', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1761826977.10661186', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
1762497194.6408917,1762497194.6408917,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762497194.6408917.wav,"['1761039732.2506460', '1762497194.6408917', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1761826977.10661186', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
1762495854.6374164,1762495854.6374164,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762495854.6374164.wav,"['1762495854.6374164', '1760060978.21315350', '1755918568.21142360', '1755845101.20642230', '1758857356.10965674', '1755081280.14487745', '1755223394.15451045', '1750413053.4240873', '1757753208.1235393', '1756177074.22982801', '1755590344.18509001']"
1762495311.6360692,1760521955.1118582,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1760521955.1118582.wav,"['1761122126.3369393', '1760317993.1737355', '1762495311.6360692', '1760521955.1118582']"
1762493681.6324720,1756106934.22534517,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1756106934.22534517.wav,"['1756106934.22534517', '1755507343.17815896', '1740471935.59531849', '1754643894.11023031', '1749804212.36343672', '1739867065.56350877', '1754992453.13738782', '1738838891.50946205', '1755600433.18685752', '1736236066.39168901', '1756367744.491821', '1758272350.5980394', '1758786981.10411795', '1736324196.39789976', '1736399022.40166340', '1736330674.39883095', '1751872210.3346141', '1740040457.57299354', '1761704897.9009881', '1762493681.6324720']"
1762492408.6298337,1761887543.315429,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761887543.315429.wav,"['1761039732.2506460', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1761124427.3424669', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1762492408.6298337', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
1762492338.6296921,1752038953.4636477,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1752038953.4636477.wav,"['1761039732.2506460', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1762492338.6296921', '1761124427.3424669', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
1762485274.6155092,1762485274.6155092,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762485274.6155092.wav,"['1762485274.6155092', '1761184159.3722624', '1761794901.10064726', '1761804942.10240165', '1761547534.7423558', '1761191725.3960466', '1761814109.10457186']"
1762485151.6151787,1761808948.10334967,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761808948.10334967.wav,"['1759212715.14344468', '1760266682.1619760', '1761808948.10334967', '1758695725.9491377', '1748511625.28208891', '1755856263.20852333', '1761564267.7799863', '1759993045.20774598', '1760858220.392600', '1759026224.12399155', '1746669916.16331298', '1741404491.64982668', '1762485151.6151787', '1744014857.1856093']"
1762482603.6080164,1761793993.10043691,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761793993.10043691.wav,"['1750314992.3367912', '1761814605.10468733', '1755229511.15588426', '1753409934.1820370', '1761793993.10043691', '1752028004.4464758', '1758274076.6015227', '1760168526.595503', '1760064857.21434684', '1751094620.8786994', '1755248829.15897288', '1758621454.8955124', '1749094934.31212494', '1749526639.34117150', '1760585329.1582789', '1762482603.6080164']"
1762483022.6092805,1751889930.3607681,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1751889930.3607681.wav,"['1761039732.2506460', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1761124427.3424669', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1762483022.6092805', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
1762481766.6054071,1758692042.9421649,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1758692042.9421649.wav,"['1758692042.9421649', '1760241409.1202500', '1759828069.19282981', '1759888349.19521805', '1756433167.864805', '1758848453.10736857', '1759731055.18391371', '1759125650.13520409', '1759742249.18579041', '1759111129.13239732', '1758618639.8903340', '1758420706.6933736', '1758940542.11688233', '1760757543.3441250', '1758505949.7549265', '1758703376.9656881', '1758259444.5713643', '1758616066.8851869', '1756794228.3299125']"
1762481911.6058725,1751889930.3607681,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1751889930.3607681.wav,"['1761039732.2506460', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1761124427.3424669', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1761826977.10661186', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
1762481866.6057271,1761039732.2506460,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761039732.2506460.wav,"['1761039732.2506460', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1761826977.10661186', '1762481866.6057271', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
1762481412.6042917,1749705411.35491630,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1749705411.35491630.wav,"['1751707430.2350444', '1753091514.12851381', '1749705411.35491630', '1756287987.24036857', '1751512446.809109', '1750734814.6217542', '1751531452.1083584', '1745305355.9115568', '1752917635.11598631', '1756193119.23203184', '1747883900.24104722', '1750411280.4210085', '1756359085.338644', '1752816097.10705469', '1757490215.2078502', '1751509587.750781', '1744009198.1775232', '1752730005.9972659', '1757056833.5346801', '1754814014.12201335']"
1762480274.6011524,1761978537.1148143,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761978537.1148143.wav,"['1761978537.1148143', '1750756172.6519477', '1762480274.6011524', '1761901038.575541', '1758791644.10522091', '1758792655.10543167', '1744251935.3101743', '1756713783.2733367', '1760429979.3244465', '1751253289.9629217']"
1762479439.5987930,1737010423.43802300,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1737010423.43802300.wav,"['1737010423.43802300', '1756349887.192420', '1757128056.5798207', '1749452146.33622120', '1760430179.3249273', '1745891381.12393531', '1757672154.652433', '1754545973.9985109', '1741339660.64780044', '1742296681.69783119', '1737364179.45604495', '1758694898.9475630', '1756273741.23786624', '1761028750.2205657', '1752911503.11507305', '1740032398.57189510', '1743586182.76793767', '1758695996.9497211', '1741068689.63119023', '1753432644.2199691']"
1762478875.5970744,1762313184.4274869,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762313184.4274869.wav,"['1762313184.4274869', '1761028059.2186136', '1761906544.671185', '1762478875.5970744']"
1762478957.5973111,1761812120.10411958,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761812120.10411958.wav,"['1762478957.5973111', '1761460310.6610135', '1761812120.10411958', '1761729924.9590700']"
1762477875.5944373,1761207638.4295668,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761207638.4295668.wav,"['1761207638.4295668', '1736393941.40118236', '1740212198.58170596', '1736750236.42239383', '1735893185.37231223', '1760099537.22173421', '1739597731.54980668', '1740209373.58141967', '1760758842.3470410', '1736151214.38598530', '1760322130.1850443', '1735797819.36562227', '1761120270.3320943', '1738805424.50454886', '1758598321.8532148', '1739086561.52325134', '1738742832.50276879', '1737458211.46130745', '1737430514.45836533', '1737789998.47633028']"
1762432805.5882688,1751971977.4263492,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1751971977.4263492.wav,"['1751971977.4263492', '1749196720.32013331', '1762432805.5882688', '1743495796.76278265', '1744015251.1861142', '1740474199.59560070', '1747050730.18815017', '1739858594.56240032', '1742371446.70194108']"
1762430005.5854365,1761124427.3424669,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761124427.3424669.wav,"['1761039732.2506460', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1761124427.3424669', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1762430005.5854365', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
1762427636.5823102,1762081857.2128466,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762081857.2128466.wav,"['1762081857.2128466', '1762427636.5823102', '1761910715.721672', '1762073524.2025820']"
1762425069.5784357,1762425069.5784357,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762425069.5784357.wav,"['1762425069.5784357', '1760770699.3659742', '1757403340.1299628', '1760758691.3467510', '1746518413.15562399', '1760091250.22054870']"
1762425589.5794175,1761809365.10344755,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761809365.10344755.wav,"['1761809365.10344755', '1755507343.17815896', '1740471935.59531849', '1754643894.11023031', '1749804212.36343672', '1739867065.56350877', '1754992453.13738782', '1762425589.5794175', '1738838891.50946205', '1755600433.18685752', '1736236066.39168901', '1756367744.491821', '1758272350.5980394', '1758786981.10411795', '1736324196.39789976', '1736399022.40166340', '1736330674.39883095', '1751872210.3346141', '1740040457.57299354', '1761704897.9009881']"
1762424542.5773151,1742542531.71379345,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1742542531.71379345.wav,"['1742542531.71379345', '1757762883.1354565', '1760612213.2198139', '1757328070.758985', '1752301751.6776575', '1736238033.39201588', '1753871973.5291764', '1760946978.1328693', '1747896716.24268245', '1749459259.33746844', '1748240194.26297182', '1746603699.16062883', '1762424542.5773151']"
1762421423.5704784,1756272588.23771683,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1756272588.23771683.wav,"['1752131669.5426132', '1752221857.6266475', '1756949743.4268922', '1760333400.2087433', '1757575793.2804738', '1761277457.4878488', '1756272588.23771683', '1752803853.10487790', '1754019065.6050067', '1753147325.13007300', '1755135469.14652528', '1754011211.5919183', '1754982775.13552194', '1754298343.8041876', '1752202898.5945393', '1755223833.15462171', '1753083117.12686184', '1756461327.1312320', '1756282404.23942970', '1761371191.5838437']"
1762419978.5671434,1759205248.14237532,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1759205248.14237532.wav,"['1755658008.18933862', '1755656424.18891681', '1761374843.5907417', '1760418649.2991585', '1761209240.4331627', '1759979278.20470420', '1759205248.14237532', '1761817301.10524730', '1762419978.5671434', '1759224679.14594094', '1761793574.10033630', '1749613249.34757073', '1748573685.28406120', '1760164187.486760']"
1762419801.5666709,1760062591.21365954,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1760062591.21365954.wav,"['1760062591.21365954', '1759215685.14404680', '1760421280.3039871', '1760665501.2384099', '1759997121.20890051', '1762419801.5666709', '1758966642.12117550']"
1762419854.5668125,1760583808.1540482,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1760583808.1540482.wav,"['1760583808.1540482', '1757923496.2546657', '1760582561.1504284', '1761544700.7358654', '1760177877.807473', '1758787762.10431469', '1760520585.1083836', '1762419854.5668125']"
1762419653.5662802,1762419653.5662802,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1762419653.5662802.wav,"['1751265619.9775905', '1758612724.8776565', '1762419653.5662802', '1745928463.12841636', '1753771550.4510810', '1752734037.10038167', '1737868259.47904598', '1755422865.17122592', '1751955441.3974875', '1755600960.18692039', '1755077770.14432388', '1751764762.2489304']"
1762419514.5659324,1758089269.4158962,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1758089269.4158962.wav,"['1758089269.4158962', '1761615415.7954081', '1761210820.4368082', '1762241027.3634575', '1754384998.8708767', '1762419514.5659324', '1758076641.3944923']"
1762419446.5657934,1750749083.6401627,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1750749083.6401627.wav,"['1744706644.5855705', '1761705311.9022521', '1745896282.12484579', '1750749083.6401627', '1752309301.6884119', '1753777803.4620398', '1758184988.5154760', '1750666266.5843695', '1749198914.32050101', '1745746813.11681699', '1744946021.7193060']"
1762418493.5635773,1743563759.76528805,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1743563759.76528805.wav,"['1743563759.76528805', '1737706491.47283475', '1737525594.46369344', '1762418493.5635773', '1740384344.58976001']"
1762418535.5636826,1758004773.3350063,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1758004773.3350063.wav,"['1739410934.53964970', '1740734183.61190590', '1760926313.817880', '1751867917.3274084', '1758004773.3350063', '1740289794.58445386', '1739936526.56623065', '1754897004.12821933', '1759995423.20839577', '1761874734.72388', '1746324039.14481010', '1755937673.21392488', '1759023954.12330853', '1761532702.7109155', '1759227932.14644374']"
1762418097.5626137,1753091514.12851381,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1753091514.12851381.wav,"['1751707430.2350444', '1753091514.12851381', '1749705411.35491630', '1756287987.24036857', '1751512446.809109', '1750734814.6217542', '1751531452.1083584', '1745305355.9115568', '1752917635.11598631', '1756193119.23203184', '1747883900.24104722', '1750411280.4210085', '1756359085.338644', '1752816097.10705469', '1757490215.2078502', '1751509587.750781', '1744009198.1775232', '1752730005.9972659', '1757056833.5346801', '1754814014.12201335']"
1762415742.5566612,1753091514.12851381,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1753091514.12851381.wav,"['1751707430.2350444', '1753091514.12851381', '1749705411.35491630', '1756287987.24036857', '1751512446.809109', '1750734814.6217542', '1751531452.1083584', '1745305355.9115568', '1752917635.11598631', '1756193119.23203184', '1747883900.24104722', '1750411280.4210085', '1756359085.338644', '1752816097.10705469', '1757490215.2078502', '1751509587.750781', '1744009198.1775232', '1752730005.9972659', '1757056833.5346801', '1754814014.12201335']"
1762415697.5565426,1752667863.9628376,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1752667863.9628376.wav,"['1752667863.9628376', '1753514870.2712646', '1757679912.738874', '1755247401.15869789', '1752808697.10600614', '1752566571.8727294', '1758863784.11054577', '1749965768.843713', '1747626840.22236937', '1752655845.9474058', '1761290790.5146318', '1754387969.8758070', '1751091938.8750538', '1754470492.9363217', '1755767518.20096417', '1749291784.32667685', '1752028426.4474331', '1761805280.10247644', '1755256356.16005224', '1756366401.465599']"
1762415596.5563021,1761547232.7416753,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761547232.7416753.wav,"['1760691995.3004865', '1761547232.7416753', '1762415596.5563021', '1761805257.10247052']"
1762415692.5565261,1761207638.4295668,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761207638.4295668.wav,"['1761207638.4295668', '1736393941.40118236', '1740212198.58170596', '1736750236.42239383', '1735893185.37231223', '1760099537.22173421', '1739597731.54980668', '1740209373.58141967', '1760758842.3470410', '1736151214.38598530', '1760322130.1850443', '1735797819.36562227', '1761120270.3320943', '1738805424.50454886', '1758598321.8532148', '1739086561.52325134', '1738742832.50276879', '1737458211.46130745', '1737430514.45836533', '1737789998.47633028']"
1762414919.5546498,1761552265.7547919,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761552265.7547919.wav,"['1761120614.3329787', '1760522740.1137220', '1759888280.19520034', '1760583037.1518519', '1759989797.20693656', '1761552265.7547919', '1762414919.5546498', '1762245570.3748693']"
1762414808.5543864,1750404138.4079993,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1750404138.4079993.wav,"['1736240571.39234503', '1750404138.4079993', '1745895733.12474960', '1762414808.5543864']"
1762414698.5540966,1761040341.2521154,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761040341.2521154.wav,"['1754363601.8372960', '1756277129.23841234', '1761040341.2521154', '1755770876.20157225', '1759392046.15815667', '1755595801.18615134', '1757578249.2854574', '1759043477.12756498', '1758073735.3871753', '1760578978.1394891', '1754623767.10689011', '1755249869.15916604', '1762414698.5540966', '1755494229.17555157', '1753692162.3967538']"
1762414368.5532465,1737010423.43802300,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1737010423.43802300.wav,"['1737010423.43802300', '1756349887.192420', '1757128056.5798207', '1749452146.33622120', '1760430179.3249273', '1745891381.12393531', '1757672154.652433', '1754545973.9985109', '1741339660.64780044', '1742296681.69783119', '1737364179.45604495', '1758694898.9475630', '1756273741.23786624', '1761028750.2205657', '1752911503.11507305', '1740032398.57189510', '1743586182.76793767', '1758695996.9497211', '1741068689.63119023', '1753432644.2199691']"
1762412833.5493169,1741682289.66415774,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1741682289.66415774.wav,"['1746512568.15479375', '1741682289.66415774', '1746499149.15314513', '1762412833.5493169', '1736331280.39889539', '1751447898.496385']"
1762412897.5494749,1761039732.2506460,https://speaker-recognition-audio.oss-cn-shanghai-internal.aliyuncs.com/datasets/daily/cscrm/1761039732.2506460.wav,"['1761039732.2506460', '1752038953.4636477', '1761887543.315429', '1759140150.13823110', '1758536095.8181210', '1760618127.2266601', '1751889930.3607681', '1761015476.1914192', '1762412897.5494749', '1758090271.4180141', '1759373461.15523764', '1760941278.1171457', '1758788199.10442152', '1760698281.3130274', '1761826977.10661186', '1760522063.1121094', '1759217995.14455791', '1760685853.2857245', '1761528421.6985752', '1761450013.6475532']"
